grate11-1,grate11-2,grate11-3,grate11-4,grate8-1,grate8-2,grate8-3,grate4-1,grate4-2,grate4-3,grate4-4,grate1-1,grate1-2,grate12-1,grate12-2,grate0-1,grate0-2,grate0-3,grate0-4,grate8-4
573.93,572.56,572.36,570.0,569.39,569.71,563.71,562.73,562.31,557.4,560.25,550.43,552.51,588.82,573.63,550.73,548.71,547.74,548.4,570.76
573.89,572.52,572.39,570.02,569.33,569.77,563.87,562.75,562.32,557.37,560.24,550.38,552.5,588.99,573.59,550.71,548.69,547.71,548.38,570.81
573.86,572.48,572.42,570.04,569.28,569.83,564.03,562.78,562.34,557.34,560.23,550.33,552.48,589.15,573.55,550.68,548.66,547.68,548.36,570.87
573.82,572.44,572.45,570.01,569.22,569.89,564.19,562.8,562.36,557.31,560.21,550.28,552.46,589.32,573.51,550.66,548.64,547.64,548.34,570.93
573.79,572.41,572.48,569.98,569.16,569.95,564.35,562.83,562.37,557.28,560.2,550.23,552.45,589.49,573.47,550.63,548.61,547.61,548.32,570.98
573.75,572.37,572.51,569.95,569.11,570.01,564.5,562.85,562.39,557.25,560.19,550.19,552.43,589.66,573.43,550.61,548.59,547.58,548.3,571.05
573.72,572.33,572.46,569.91,569.05,570.07,564.7,562.88,562.41,557.23,560.17,550.14,552.42,589.82,573.39,550.58,548.57,547.55,548.28,571.03
573.68,572.29,572.39,569.88,568.99,570.13,564.65,562.9,562.43,557.2,560.16,550.09,552.4,589.99,573.36,550.55,548.54,547.51,548.26,570.93
573.64,572.25,572.32,569.85,568.94,570.19,564.54,562.92,562.44,557.17,560.15,550.04,552.38,590.16,573.32,550.53,548.52,547.48,548.24,570.84
573.61,572.22,572.26,569.81,568.88,570.25,564.43,562.95,562.46,557.14,560.13,549.99,552.37,590.32,573.28,550.5,548.49,547.45,548.22,570.75
573.57,572.18,572.19,569.78,568.83,570.31,564.32,562.97,562.48,557.11,560.12,549.94,552.35,590.49,573.24,550.48,548.47,547.42,548.2,570.65
573.54,572.14,572.12,569.75,568.77,570.37,564.21,563.0,562.47,557.08,560.1,549.89,552.34,590.66,573.2,550.45,548.44,547.38,548.18,570.56
573.5,572.1,572.06,569.71,568.71,570.43,564.1,563.03,562.47,557.05,560.09,549.84,552.32,590.83,573.16,550.43,548.42,547.35,548.16,570.46
573.47,572.06,571.99,569.68,568.66,570.49,563.99,563.05,562.47,557.02,560.08,549.8,552.3,590.99,573.12,550.4,548.39,547.32,548.14,570.37
573.43,572.02,571.93,569.65,568.6,570.55,563.88,563.07,562.47,556.99,560.06,549.75,552.29,591.16,573.09,550.38,548.37,547.29,548.12,570.28
573.4,571.99,571.86,569.61,568.54,570.61,563.77,563.1,562.47,556.97,560.05,549.7,552.27,591.33,573.05,550.35,548.34,547.26,548.1,570.18
573.36,571.95,571.79,569.58,568.49,570.67,563.66,563.13,562.47,556.94,560.04,549.65,552.26,591.49,573.01,550.33,548.32,547.22,548.08,570.09
573.33,571.91,571.73,569.55,568.43,570.73,563.55,563.15,562.47,556.91,560.02,549.6,552.24,591.66,572.97,550.3,548.29,547.19,548.06,570.0
573.29,571.87,571.66,569.51,568.37,570.79,563.44,563.18,562.47,556.88,560.01,549.55,552.22,591.83,572.93,550.28,548.27,547.16,548.04,569.9
573.26,571.83,571.59,569.48,568.32,570.85,563.32,563.21,562.47,556.85,560.0,549.5,552.21,592.0,572.89,550.25,548.24,547.13,548.02,569.81
573.22,571.8,571.53,569.45,568.26,570.92,563.21,563.23,562.47,556.82,559.98,549.45,552.19,592.16,572.86,550.22,548.22,547.09,548.0,569.72
573.19,571.76,571.46,569.41,568.2,570.67,563.1,563.26,562.47,556.79,559.97,549.41,552.18,592.33,572.82,550.2,548.19,547.06,547.98,569.62
573.15,571.72,571.39,569.38,568.15,570.35,562.99,563.29,562.46,556.76,559.96,549.36,552.16,592.5,572.78,550.17,548.17,547.03,547.96,569.53
573.12,571.68,571.33,569.35,568.09,570.02,562.88,563.31,562.46,556.73,559.94,549.31,552.14,592.66,572.74,550.15,548.15,547.0,547.94,569.43
573.08,571.64,571.26,569.31,568.04,569.7,562.77,563.34,562.46,556.7,559.93,549.26,552.13,592.87,572.7,550.12,548.12,546.96,547.92,569.34
573.05,571.6,571.19,569.28,567.98,569.38,562.66,563.37,562.46,556.68,559.92,549.21,552.11,591.52,572.66,550.1,548.1,546.93,547.9,569.25
573.01,571.57,571.13,569.25,567.92,569.06,562.54,563.39,562.46,556.65,559.9,549.16,552.1,589.29,572.62,550.07,548.07,546.9,547.88,569.15
572.98,571.53,571.06,569.21,567.87,568.65,562.42,563.42,562.46,556.62,559.89,549.11,552.08,587.06,572.59,550.05,548.05,546.87,547.86,569.06
572.94,571.49,570.99,569.18,567.81,568.18,562.14,563.45,562.46,556.59,559.87,549.06,552.06,584.83,572.55,550.02,548.02,546.83,547.84,568.97
572.91,571.45,570.93,569.15,567.75,567.34,561.86,563.47,562.46,556.56,559.86,549.02,552.05,582.59,572.51,550.0,548.0,546.8,547.83,568.87
572.87,571.41,570.86,569.11,567.69,566.31,561.58,563.5,562.46,556.53,559.85,548.97,552.03,580.36,572.47,549.97,547.97,546.77,547.81,568.76
572.84,571.38,570.79,569.08,567.67,566.24,561.31,563.53,562.46,556.5,559.83,548.92,552.02,577.58,572.43,549.95,547.95,546.74,547.79,568.61
572.8,571.34,570.73,569.05,567.74,566.32,561.03,563.55,562.45,556.47,559.82,548.87,552.0,577.07,572.39,549.92,547.92,546.7,547.77,568.41
572.77,571.3,570.66,569.01,567.82,566.4,560.75,563.58,562.45,556.44,559.81,548.82,551.98,577.45,572.35,549.89,547.9,546.69,547.75,568.21
572.73,571.26,570.59,568.98,567.9,566.48,560.47,563.61,562.45,556.42,559.79,548.77,551.97,577.83,572.32,549.87,547.87,546.76,547.73,568.01
572.7,571.22,570.53,568.95,567.98,566.56,560.18,563.63,562.45,556.39,559.78,548.72,551.95,578.21,572.28,549.84,547.85,546.83,547.71,567.81
572.66,571.18,570.46,568.91,568.06,566.64,560.32,563.66,562.45,556.36,559.77,548.67,551.94,578.59,572.24,549.82,547.82,546.9,547.69,567.62
572.63,571.15,570.39,568.88,568.13,566.72,560.47,563.69,562.45,556.33,559.75,548.63,551.92,578.96,572.2,549.79,547.8,546.97,547.67,567.42
572.59,571.11,570.33,568.85,568.21,566.8,560.62,563.71,562.45,556.3,559.74,548.58,551.9,579.34,572.16,549.77,547.77,547.04,547.65,567.22
572.56,571.07,570.26,568.81,568.29,566.88,560.77,563.74,562.45,556.27,559.73,548.53,551.89,579.72,572.12,549.74,547.75,547.11,547.63,567.02
572.52,571.03,570.19,568.78,568.37,566.96,560.92,563.77,562.45,556.24,559.71,548.48,551.87,580.1,572.08,549.72,547.73,547.18,547.61,566.82
572.49,570.99,570.13,568.75,568.44,567.04,561.07,563.79,562.45,556.21,559.7,548.43,551.86,580.47,572.05,549.69,547.7,547.25,547.59,566.57
572.45,570.96,570.06,568.71,568.52,567.13,561.22,563.82,562.45,556.18,559.68,548.38,551.84,580.85,572.01,549.67,547.68,547.32,547.57,566.61
572.42,570.92,570.0,568.68,568.6,567.21,561.37,563.85,562.44,556.15,559.67,548.33,551.82,581.23,571.97,549.64,547.65,547.39,547.55,566.78
572.38,570.88,569.93,568.65,568.68,567.29,561.52,563.87,562.44,556.13,559.66,548.28,551.81,581.61,571.93,549.61,547.63,547.45,547.53,566.94
572.35,570.84,569.86,568.61,568.75,567.37,561.67,563.9,562.44,556.1,559.64,548.24,551.79,581.98,571.89,549.59,547.6,547.52,547.51,567.1
572.31,570.8,569.78,568.58,568.83,567.45,561.82,563.93,562.44,556.07,559.63,548.19,551.78,582.36,571.85,549.56,547.58,547.59,547.49,567.26
572.28,570.76,569.8,568.55,568.91,567.53,561.96,563.95,562.44,556.04,559.62,548.14,551.76,582.74,571.81,549.54,547.55,547.66,547.47,567.42
572.24,570.73,569.83,568.51,568.99,567.61,562.11,563.98,562.44,556.01,559.6,548.09,551.74,583.12,571.78,549.51,547.53,547.73,547.45,567.58
572.21,570.69,569.86,568.48,569.07,567.69,562.26,564.01,562.44,556.04,559.59,548.03,551.73,583.5,571.74,549.49,547.5,547.8,547.43,567.74
572.17,570.65,569.9,568.45,569.14,567.77,562.41,564.03,562.44,556.09,559.58,548.04,551.71,583.87,571.7,549.46,547.5,547.87,547.41,567.91
572.14,570.61,569.93,568.41,569.22,567.85,562.56,564.06,562.44,556.13,559.56,548.07,551.7,584.25,571.66,549.44,547.53,547.94,547.39,568.07
572.1,570.59,569.96,568.38,569.3,567.93,562.75,564.09,562.44,556.17,559.55,548.1,551.68,584.63,571.7,549.41,547.57,548.01,547.43,568.23
572.06,570.63,569.99,568.34,569.38,568.01,562.9,564.11,562.44,556.22,559.54,548.13,551.66,585.01,571.75,549.39,547.6,548.08,547.47,568.39
572.06,570.67,570.02,568.36,569.45,568.09,563.12,564.14,562.43,556.26,559.52,548.16,551.68,585.38,571.79,549.36,547.64,548.15,547.51,568.55
572.09,570.72,570.06,568.4,569.53,568.18,563.35,564.17,562.43,556.3,559.51,548.18,551.7,585.76,571.84,549.34,547.67,548.22,547.56,568.71
572.12,570.76,570.09,568.43,569.61,568.26,563.58,564.19,562.43,556.35,559.5,548.21,551.73,586.14,571.89,549.31,547.71,548.28,547.6,568.89
572.15,570.8,570.12,568.47,569.69,568.35,563.81,564.22,562.43,556.39,559.48,548.24,551.75,586.52,571.94,549.29,547.74,548.35,547.64,569.04
572.18,570.84,570.15,568.51,569.76,568.43,564.04,564.25,562.43,556.43,559.47,548.27,551.77,586.9,571.99,549.29,547.78,548.42,547.68,569.21
572.21,570.89,570.19,568.55,569.84,568.65,564.27,564.27,562.43,556.48,559.45,548.3,551.8,587.27,572.04,549.29,547.81,548.49,547.72,569.37
572.24,570.93,570.22,568.59,569.92,568.87,564.5,564.3,562.43,556.52,559.45,548.33,551.82,587.65,572.08,549.3,547.85,548.56,547.77,569.54
572.27,570.97,570.25,568.63,570.0,569.09,564.73,564.33,562.43,556.56,559.44,548.36,551.84,588.03,572.13,549.3,547.89,548.63,547.81,569.71
572.3,571.01,570.28,568.66,570.09,569.3,565.01,564.35,562.43,556.61,559.44,548.39,551.87,588.41,572.18,549.3,547.92,548.7,547.85,569.87
572.34,571.06,570.32,568.7,570.18,569.52,565.1,564.38,562.41,556.65,559.44,548.41,551.89,588.78,572.23,549.3,547.96,548.77,547.89,570.04
572.37,571.1,570.35,568.74,570.26,569.74,565.17,564.41,562.38,556.69,559.44,548.44,551.92,589.16,572.28,549.3,547.99,548.84,547.93,570.2
572.4,571.14,570.38,568.78,570.35,569.96,565.24,564.43,562.36,556.73,559.44,548.47,551.94,589.54,572.33,549.3,548.03,548.91,547.97,570.37
572.43,571.18,570.41,568.82,570.44,570.17,565.3,564.46,562.33,556.78,559.43,548.5,551.96,589.92,572.37,549.3,548.06,548.98,548.02,570.54
572.46,571.22,570.45,568.85,570.53,570.39,565.37,564.49,562.31,556.82,559.43,548.53,551.99,590.29,572.42,549.3,548.1,549.05,548.06,570.7
572.49,571.27,570.48,568.89,570.62,570.64,565.44,564.51,562.28,556.86,559.43,548.56,552.01,590.67,572.47,549.3,548.13,549.12,548.1,570.87
572.52,571.31,570.51,568.93,570.71,570.61,565.51,564.54,562.26,556.91,559.43,548.59,552.03,591.05,572.52,549.3,548.17,549.18,548.14,571.03
572.55,571.35,570.54,568.97,570.8,570.55,565.57,564.57,562.23,556.95,559.42,548.62,552.06,591.43,572.57,549.3,548.2,549.25,548.18,571.24
572.58,571.39,570.57,569.01,570.89,570.5,565.64,564.6,562.21,556.99,559.42,548.64,552.08,591.81,572.62,549.31,548.24,549.32,548.22,571.23
572.61,571.44,570.61,569.05,570.97,570.44,565.71,564.54,562.19,557.04,559.42,548.67,552.11,592.18,572.66,549.31,548.28,549.39,548.27,571.18
572.64,571.48,570.64,569.08,571.06,570.38,565.78,564.46,562.16,557.08,559.42,548.7,552.13,592.56,572.71,549.31,548.31,549.46,548.31,571.13
572.67,571.52,570.67,569.12,571.15,570.33,565.85,564.38,562.14,557.12,559.41,548.73,552.15,592.94,572.76,549.31,548.35,549.53,548.35,571.08
572.7,571.56,570.7,569.16,571.24,570.27,565.91,564.3,562.11,557.17,559.41,548.76,552.18,593.32,572.81,549.31,548.38,549.6,548.39,571.04
572.73,571.61,570.74,569.2,571.33,570.21,565.98,564.22,562.09,557.21,559.41,548.79,552.2,593.69,572.86,549.31,548.42,549.67,548.43,570.99
572.76,571.65,570.77,569.24,571.42,570.16,566.05,564.15,562.06,557.25,559.41,548.82,552.22,594.07,572.91,549.31,548.45,549.74,548.48,570.94
572.79,571.69,570.8,569.27,571.51,570.1,566.12,564.07,562.04,557.3,559.41,548.85,552.25,594.45,572.95,549.31,548.49,549.81,548.52,570.89
572.82,571.73,570.83,569.31,571.59,570.04,566.18,563.99,562.01,557.34,559.4,548.88,552.27,594.83,573.0,549.31,548.52,549.88,548.56,570.84
572.86,571.77,570.87,569.35,571.68,569.99,566.25,563.91,561.99,557.38,559.4,548.9,552.29,595.21,573.05,549.31,548.56,549.95,548.6,570.79
572.89,571.82,570.9,569.39,571.77,569.93,566.32,563.83,561.97,557.43,559.4,548.93,552.32,595.58,573.1,549.31,548.59,550.01,548.64,570.74
572.92,571.86,570.93,569.43,571.86,569.87,566.39,563.75,561.94,557.47,559.4,548.96,552.34,595.96,573.15,549.32,548.63,550.08,548.68,570.69
572.95,571.9,570.96,569.47,571.95,569.82,566.46,563.67,561.92,557.51,559.39,548.99,552.37,596.34,573.2,549.32,548.67,550.16,548.73,570.64
572.98,571.94,571.0,569.5,572.04,569.76,566.52,563.6,561.89,557.56,559.39,549.02,552.39,596.81,573.24,549.32,548.7,550.22,548.77,570.59
573.01,571.99,571.03,569.54,572.13,569.7,566.59,563.52,561.87,557.6,559.39,549.05,552.41,596.72,573.29,549.32,548.74,550.16,548.81,570.54
573.04,572.03,571.06,569.58,572.22,569.65,566.66,563.44,561.84,557.64,559.39,549.08,552.44,596.28,573.34,549.32,548.77,550.1,548.85,570.49
573.07,572.07,571.09,569.62,572.3,569.59,566.73,563.36,561.82,557.69,559.38,549.11,552.46,595.83,573.39,549.32,548.81,550.04,548.89,570.44
573.1,572.11,571.13,569.66,572.41,569.53,566.8,563.28,561.8,557.73,559.38,549.13,552.48,595.39,573.44,549.32,548.84,549.98,548.94,570.39
573.13,572.16,571.16,569.69,572.32,569.48,566.86,563.2,561.77,557.77,559.38,549.16,552.51,594.94,573.49,549.32,548.88,549.92,548.98,570.34
573.16,572.2,571.19,569.73,572.2,569.42,566.93,563.12,561.75,557.82,559.38,549.19,552.53,594.5,573.53,549.32,548.91,549.86,549.02,570.29
573.19,572.24,571.22,569.77,572.08,569.36,567.0,563.05,561.72,557.86,559.37,549.22,552.56,594.05,573.58,549.32,548.95,549.8,549.06,570.24
573.22,572.28,571.25,569.81,571.96,569.31,567.07,562.97,561.7,557.9,559.37,549.25,552.58,593.61,573.63,549.32,548.98,549.75,549.1,570.19
573.25,572.32,571.29,569.85,571.84,569.25,567.13,562.89,561.67,557.94,559.37,549.28,552.6,593.16,573.68,549.33,549.02,549.69,549.14,570.14
573.28,572.37,571.32,569.89,571.72,569.19,567.2,562.81,561.65,557.99,559.37,549.31,552.63,592.71,573.73,549.33,549.05,549.63,549.19,570.09
573.31,572.41,571.35,569.92,571.6,569.14,567.27,562.73,561.62,558.03,559.37,549.34,552.65,592.27,573.78,549.33,549.09,549.57,549.23,570.04
573.34,572.45,571.38,569.96,571.48,569.08,567.34,562.65,561.6,558.07,559.36,549.36,552.67,591.82,573.82,549.33,549.13,549.51,549.27,569.99
573.38,572.49,571.42,570.0,571.36,569.02,567.42,562.58,561.58,558.12,559.36,549.39,552.7,591.38,573.87,549.33,549.16,549.45,549.31,569.94
573.41,572.54,571.45,570.04,571.24,568.97,567.01,562.5,561.55,558.16,559.36,549.42,552.72,590.93,573.92,549.33,549.2,549.39,549.35,569.89
573.44,572.58,571.48,570.08,571.12,568.91,566.33,562.42,561.53,558.2,559.36,549.45,552.74,590.49,573.97,549.33,549.23,549.33,549.39,569.84
573.47,572.62,571.51,570.11,571.0,568.85,565.65,562.34,561.5,558.25,559.35,549.48,552.77,590.04,574.02,549.33,549.27,549.27,549.44,569.79
573.5,572.66,571.55,570.15,570.89,568.8,564.85,562.26,561.48,558.29,559.35,549.51,552.79,589.6,574.08,549.33,549.23,549.21,549.48,569.74
573.53,572.71,571.58,570.19,570.77,568.74,564.62,562.18,561.45,558.33,559.35,549.54,552.82,589.15,574.08,549.33,549.19,549.15,549.53,569.69
573.56,572.75,571.61,570.23,570.65,568.68,564.36,562.1,561.43,558.38,559.35,549.57,552.84,588.71,574.04,549.33,549.15,549.1,549.51,569.64
573.59,572.72,571.64,570.28,570.53,568.63,564.1,562.03,561.4,558.42,559.34,549.6,552.85,588.21,573.99,549.34,549.11,549.04,549.47,569.59
573.62,572.68,571.68,570.27,570.41,568.57,563.84,561.95,561.38,558.46,559.34,549.62,552.82,587.82,573.95,549.34,549.07,548.98,549.43,569.54
573.66,572.64,571.7,570.22,570.29,568.51,563.59,561.87,561.36,558.51,559.34,549.65,552.79,587.47,573.9,549.34,549.03,548.92,549.39,569.49
573.63,572.6,571.67,570.18,570.17,568.45,563.33,561.79,561.33,558.54,559.34,549.68,552.76,587.11,573.86,549.34,548.99,548.86,549.36,569.44
573.59,572.56,571.65,570.13,570.05,568.39,563.07,561.71,561.31,558.52,559.34,549.7,552.73,586.75,573.82,549.34,548.95,548.8,549.32,569.39
573.55,572.52,571.62,570.09,569.92,568.21,562.81,561.63,561.28,558.5,559.33,549.68,552.7,586.39,573.77,549.34,548.91,548.74,549.28,569.34
573.5,572.48,571.59,570.04,569.81,568.03,562.51,561.55,561.26,558.47,559.33,549.65,552.67,586.03,573.73,549.34,548.87,548.68,549.24,569.29
573.46,572.44,571.57,569.99,569.69,567.84,562.43,561.48,561.23,558.45,559.33,549.62,552.64,585.67,573.68,549.33,548.83,548.62,549.2,569.24
573.42,572.4,571.54,569.95,569.57,567.66,562.34,561.4,561.21,558.43,559.33,549.59,552.61,585.31,573.64,549.33,548.79,548.56,549.16,569.19
573.38,572.36,571.51,569.9,569.45,567.48,562.25,561.32,561.18,558.4,559.32,549.56,552.58,584.95,573.59,549.32,548.75,548.5,549.12,569.14
573.34,572.32,571.49,569.86,569.33,567.3,562.17,561.24,561.16,558.38,559.32,549.54,552.55,584.59,573.55,549.31,548.71,548.45,549.08,569.1
573.3,572.28,571.46,569.81,569.22,567.12,562.08,561.16,561.15,558.36,559.32,549.51,552.52,584.23,573.51,549.31,548.67,548.39,549.04,569.04
573.26,572.25,571.43,569.77,569.1,566.94,561.99,561.08,561.13,558.33,559.32,549.48,552.49,583.88,573.46,549.3,548.63,548.33,549.0,569.02
573.22,572.21,571.41,569.72,568.98,566.76,561.9,561.01,561.12,558.31,559.32,549.45,552.46,583.52,573.42,549.3,548.59,548.27,548.97,569.0
573.18,572.17,571.38,569.68,568.86,566.58,561.81,560.93,561.1,558.29,559.32,549.42,552.43,583.16,573.37,549.29,548.55,548.21,548.93,568.99
573.14,572.13,571.35,569.63,568.74,566.4,561.72,560.85,561.09,558.26,559.32,549.39,552.41,582.8,573.33,549.29,548.52,548.15,548.89,568.97
573.1,572.09,571.33,569.58,568.62,566.18,561.63,560.77,561.08,558.24,559.31,549.37,552.38,582.44,573.29,549.28,548.48,548.09,548.85,568.95
573.06,572.05,571.3,569.54,568.5,566.11,561.55,560.69,561.06,558.22,559.31,549.34,552.35,582.08,573.24,549.27,548.44,548.03,548.81,568.93
573.02,572.01,571.27,569.49,568.38,566.18,561.46,560.6,561.05,558.19,559.31,549.31,552.32,581.64,573.2,549.27,548.4,547.97,548.77,568.91
572.98,571.97,571.24,569.45,568.26,566.24,561.37,560.61,561.03,558.17,559.31,549.28,552.29,581.5,573.15,549.26,548.36,547.91,548.73,568.89
572.94,571.93,571.22,569.4,568.15,566.31,561.28,560.63,561.02,558.15,559.31,549.25,552.26,581.53,573.11,549.26,548.32,547.85,548.69,568.87
572.9,571.89,571.19,569.36,568.03,566.38,561.19,560.64,561.01,558.12,559.31,549.23,552.23,581.56,573.06,549.25,548.28,547.8,548.65,568.85
572.86,571.85,571.16,569.31,567.91,566.45,561.1,560.66,560.99,558.1,559.31,549.2,552.2,581.58,573.02,549.25,548.24,547.74,548.61,568.83
572.82,571.81,571.14,569.27,567.79,566.52,561.02,560.68,560.98,558.08,559.31,549.17,552.17,581.61,572.98,549.24,548.2,547.68,548.57,568.81
572.78,571.77,571.11,569.22,567.67,566.58,560.93,560.69,560.96,558.05,559.3,549.14,552.14,581.64,572.93,549.23,548.16,547.62,548.54,568.79
572.74,571.73,571.08,569.18,567.52,566.65,560.84,560.71,560.95,558.03,559.3,549.11,552.11,581.67,572.89,549.23,548.12,547.56,548.5,568.77
572.7,571.69,571.06,569.13,567.52,566.72,560.75,560.73,560.94,558.01,559.3,549.09,552.08,581.69,572.84,549.22,548.08,547.5,548.46,568.75
572.66,571.65,571.03,569.08,567.54,566.79,560.66,560.75,560.92,557.98,559.3,549.06,552.05,581.72,572.8,549.22,548.04,547.44,548.42,568.73
572.62,571.61,571.0,569.04,567.56,566.85,560.57,560.76,560.91,557.96,559.3,549.03,552.02,581.75,572.76,549.21,548.0,547.38,548.38,568.71
572.58,571.57,570.98,568.99,567.58,566.92,560.48,560.78,560.89,557.94,559.3,549.0,551.99,581.77,572.71,549.21,547.96,547.32,548.34,568.69
572.54,571.53,570.95,568.95,567.6,566.99,560.4,560.8,560.88,557.91,559.3,548.97,551.96,581.8,572.67,549.2,547.92,547.25,548.3,568.67
572.5,571.49,570.92,568.9,567.62,567.06,560.31,560.81,560.87,557.89,559.29,548.94,551.93,581.83,572.62,549.19,547.88,547.22,548.26,568.65
572.46,571.45,570.9,568.86,567.64,567.13,560.2,560.83,560.85,557.87,559.29,548.92,551.9,581.85,572.58,549.19,547.84,547.21,548.22,568.63
572.42,571.42,570.87,568.81,567.66,567.19,560.21,560.85,560.84,557.84,559.29,548.89,551.87,581.88,572.53,549.18,547.8,547.21,548.18,568.61
572.38,571.38,570.84,568.77,567.68,567.26,560.42,560.87,560.82,557.82,559.29,548.86,551.84,581.91,572.49,549.18,547.76,547.2,548.14,568.6
572.34,571.34,570.81,568.72,567.7,567.33,560.62,560.88,560.81,557.8,559.29,548.83,551.81,581.94,572.45,549.17,547.72,547.2,548.11,568.58
572.3,571.3,570.79,568.67,567.72,567.4,560.83,560.9,560.8,557.77,559.29,548.8,551.78,581.96,572.4,549.17,547.68,547.2,548.07,568.56
572.26,571.26,570.76,568.63,567.74,567.47,561.03,560.92,560.78,557.75,559.29,548.78,551.76,581.99,572.36,549.16,547.64,547.19,548.03,568.54
572.22,571.22,570.73,568.58,567.77,567.53,561.24,560.93,560.77,557.73,559.28,548.75,551.73,582.02,572.31,549.15,547.6,547.19,547.99,568.52
572.18,571.18,570.71,568.54,567.79,567.6,561.44,560.95,560.75,557.7,559.28,548.72,551.7,582.04,572.27,549.15,547.57,547.19,547.95,568.5
572.14,571.14,570.68,568.49,567.81,567.67,561.65,560.97,560.74,557.68,559.28,548.69,551.67,582.07,572.23,549.14,547.53,547.18,547.91,568.48
572.1,571.1,570.65,568.45,567.83,567.74,561.85,560.98,560.73,557.66,559.28,548.66,551.64,582.1,572.18,549.14,547.49,547.18,547.87,568.46
572.05,571.06,570.63,568.4,567.85,567.81,562.06,561.0,560.71,557.64,559.28,548.64,551.61,582.12,572.14,549.13,547.45,547.17,547.83,568.44
572.01,571.02,570.6,568.36,567.87,567.87,562.3,561.02,560.7,557.61,559.28,548.61,551.58,582.15,572.09,549.13,547.41,547.17,547.79,568.42
571.97,570.98,570.57,568.31,567.89,567.94,562.42,561.04,560.68,557.59,559.28,548.58,551.55,582.18,572.05,549.12,547.37,547.17,547.75,568.4
571.93,570.94,570.55,568.26,567.91,568.01,562.41,561.05,560.67,557.57,559.28,548.55,551.52,582.2,572.0,549.11,547.33,547.16,547.72,568.38
571.89,570.9,570.52,568.22,567.93,568.08,562.39,561.07,560.66,557.54,559.27,548.52,551.49,582.23,571.96,549.11,547.29,547.16,547.68,568.36
571.85,570.86,570.49,568.17,567.95,568.14,562.38,561.09,560.64,557.52,559.27,548.5,551.46,582.26,571.92,549.1,547.24,547.16,547.64,568.34
571.81,570.82,570.47,568.13,567.97,568.21,562.36,561.1,560.63,557.5,559.27,548.47,551.43,582.29,571.87,549.1,547.22,547.15,547.59,568.32
571.77,570.78,570.44,568.08,567.99,568.29,562.34,561.12,560.61,557.47,559.27,548.44,551.4,582.31,571.83,549.09,547.22,547.15,547.58,568.3
571.73,570.74,570.41,568.04,568.01,568.26,562.33,561.14,560.6,557.45,559.27,548.41,551.37,582.34,571.78,549.09,547.23,547.14,547.58,568.28
571.69,570.69,570.39,567.99,568.03,567.86,562.31,561.16,560.59,557.43,559.27,548.38,551.34,582.37,571.77,549.08,547.23,547.14,547.58,568.26
571.65,570.68,570.35,567.99,568.05,567.46,562.3,561.17,560.57,557.4,559.27,548.35,551.32,582.39,571.76,549.07,547.24,547.14,547.58,568.24
571.61,570.68,570.33,567.99,568.08,567.07,562.28,561.19,560.56,557.38,559.26,548.33,551.33,582.42,571.75,549.07,547.24,547.13,547.57,568.22
571.61,570.68,570.32,567.99,568.1,566.67,562.27,561.21,560.54,557.36,559.26,548.3,551.33,582.45,571.74,549.06,547.25,547.13,547.57,568.21
571.61,570.69,570.3,567.99,568.12,566.18,562.25,561.22,560.53,557.33,559.26,548.27,551.34,582.47,571.73,549.06,547.25,547.12,547.57,568.19
571.61,570.69,570.28,568.0,568.14,566.12,562.23,561.24,560.52,557.31,559.26,548.24,551.34,582.5,571.72,549.05,547.26,547.12,547.57,568.17
571.61,570.69,570.26,568.0,568.16,566.16,562.22,561.26,560.5,557.29,559.26,548.24,551.35,582.53,571.71,549.05,547.27,547.12,547.57,568.15
571.61,570.69,570.24,568.0,568.18,566.21,562.2,561.27,560.49,557.26,559.26,548.24,551.36,582.56,571.7,549.05,547.27,547.11,547.57,568.13
571.61,570.7,570.23,568.0,568.2,566.26,562.19,561.29,560.47,557.24,559.26,548.25,551.36,582.58,571.69,549.05,547.28,547.11,547.56,568.11
571.61,570.7,570.21,568.0,568.22,566.31,562.17,561.31,560.46,557.22,559.25,548.25,551.37,582.61,571.68,549.05,547.28,547.11,547.56,568.09
571.61,570.7,570.19,568.0,568.24,566.36,562.15,561.33,560.45,557.19,559.25,548.25,551.38,582.64,571.67,549.05,547.29,547.1,547.56,568.07
571.61,570.7,570.17,568.0,568.26,566.41,562.14,561.34,560.47,557.17,559.25,548.25,551.38,582.66,571.66,549.05,547.29,547.1,547.56,568.05
571.61,570.71,570.15,568.0,568.28,566.46,562.12,561.36,560.49,557.15,559.25,548.25,551.39,582.69,571.65,549.05,547.3,547.09,547.56,568.03
571.61,570.71,570.14,568.0,568.3,566.51,562.11,561.38,560.51,557.13,559.25,548.25,551.39,582.72,571.64,549.05,547.3,547.09,547.55,568.01
571.61,570.71,570.12,568.0,568.32,566.56,562.09,561.39,560.53,557.12,559.25,548.25,551.4,582.74,571.63,549.05,547.31,547.09,547.55,567.99
571.61,570.71,570.1,568.0,568.34,566.61,562.07,561.41,560.55,557.1,559.25,548.25,551.41,582.77,571.62,549.05,547.31,547.08,547.55,567.97
571.61,570.72,570.08,568.0,568.36,566.65,562.06,561.43,560.57,557.09,559.25,548.25,551.41,582.8,571.61,549.05,547.32,547.08,547.55,567.95
571.61,570.72,570.06,568.0,568.39,566.7,562.04,561.45,560.59,557.08,559.25,548.25,551.42,582.82,571.61,549.05,547.32,547.08,547.55,567.93
